Original_Files,Duplicate_Files,Duplicate?
class_diagrams/shigeya/omnetpp//classcPostModuleReparentNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPostModuleReparentNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPostParameterChangeNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPostParameterChangeNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPostPathCreateNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPostPathCreateNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPostPathCutNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPostPathCutNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPreDisplayStringChangeNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPreDisplayStringChangeNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPreGateAddNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPreGateAddNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPreGateConnectNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPreGateConnectNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPreGateDeleteNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPreGateDeleteNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPreGateDisconnectNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPreGateDisconnectNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPreGateVectorResizeNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPreGateVectorResizeNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPreModuleAddNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPreModuleAddNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPreModuleDeleteNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPreModuleDeleteNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPreModuleReparentNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPreModuleReparentNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPreParameterChangeNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPreParameterChangeNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPrePathCreateNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPrePathCreateNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcPrePathCutNotification.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPrePathCutNotification.png,TRUE
class_diagrams/shigeya/omnetpp//classcProperties.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcProperties.png,TRUE
class_diagrams/shigeya/omnetpp//classcProperty.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcProperty.png,TRUE
class_diagrams/shigeya/omnetpp//classcPSquare.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcPSquare.png,TRUE
class_diagrams/shigeya/omnetpp//classcQueue.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcQueue.png,TRUE
class_diagrams/shigeya/omnetpp//classcRealTimeScheduler.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcRealTimeScheduler.png,TRUE
class_diagrams/shigeya/omnetpp//classcRegistrationList.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcRegistrationList.png,TRUE
class_diagrams/shigeya/omnetpp//classcResultFilter.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcResultFilter.png,TRUE
class_diagrams/shigeya/omnetpp//classcResultFilterDescriptor.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcResultFilterDescriptor.png,TRUE
class_diagrams/shigeya/omnetpp//classcResultListener.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcResultListener.png,TRUE
class_diagrams/shigeya/omnetpp//classcResultRecorder.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcResultRecorder.png,TRUE
class_diagrams/shigeya/omnetpp//classcResultRecorderDescriptor.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcResultRecorderDescriptor.png,TRUE
class_diagrams/shigeya/omnetpp//classcRNG.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcRNG.png,TRUE
class_diagrams/shigeya/omnetpp//classcRunnableEnvir.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcRunnableEnvir.png,TRUE
class_diagrams/shigeya/omnetpp//classcRuntimeError.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcRuntimeError.png,TRUE
class_diagrams/shigeya/omnetpp//classcScheduler.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcScheduler.png,TRUE
class_diagrams/shigeya/omnetpp//classcSequentialScheduler.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcSequentialScheduler.png,TRUE
class_diagrams/shigeya/omnetpp//classcSimpleModule.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcSimpleModule.png,TRUE
class_diagrams/shigeya/omnetpp//classcSimulation.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcSimulation.png,TRUE
class_diagrams/shigeya/omnetpp//classcSnapshotManager.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcSnapshotManager.png,TRUE
class_diagrams/shigeya/omnetpp//classcStackCleanupException.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcStackCleanupException.png,TRUE
class_diagrams/shigeya/omnetpp//classcStatistic.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcStatistic.png,TRUE
class_diagrams/shigeya/omnetpp//classcStdDev.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcStdDev.png,TRUE
class_diagrams/shigeya/omnetpp//classcStringParImpl.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcStringParImpl.png,TRUE
class_diagrams/shigeya/omnetpp//classcSubModIterator.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcSubModIterator.png,TRUE
class_diagrams/shigeya/omnetpp//classcTDExpandingWindows.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcTDExpandingWindows.png,TRUE
class_diagrams/shigeya/omnetpp//classcTerminationException.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcTerminationException.png,TRUE
class_diagrams/shigeya/omnetpp//classcTimestampedValue.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcTimestampedValue.png,TRUE
class_diagrams/shigeya/omnetpp//classcTopology.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcTopology.png,TRUE
class_diagrams/shigeya/omnetpp//classcTopology_1_1Link.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcTopology_1_1Link.png,TRUE
class_diagrams/shigeya/omnetpp//classcTopology_1_1LinkIn.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcTopology_1_1LinkIn.png,TRUE
class_diagrams/shigeya/omnetpp//classcTopology_1_1LinkOut.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcTopology_1_1LinkOut.png,TRUE
class_diagrams/shigeya/omnetpp//classcTransientDetection.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcTransientDetection.png,TRUE
class_diagrams/shigeya/omnetpp//classcVarHistogram.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcVarHistogram.png,TRUE
class_diagrams/shigeya/omnetpp//classcWatch__bool.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcWatch__bool.png,TRUE
class_diagrams/shigeya/omnetpp//classcWatch__char.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcWatch__char.png,TRUE
class_diagrams/shigeya/omnetpp//classcWatch__cObject.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcWatch__cObject.png,TRUE
class_diagrams/shigeya/omnetpp//classcWatch__cObjectPtr.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcWatch__cObjectPtr.png,TRUE
class_diagrams/shigeya/omnetpp//classcWatch__stdstring.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcWatch__stdstring.png,TRUE
class_diagrams/shigeya/omnetpp//classcWatch__uchar.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcWatch__uchar.png,TRUE
class_diagrams/shigeya/omnetpp//classcWatchBase.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcWatchBase.png,TRUE
class_diagrams/shigeya/omnetpp//classcWeightedStdDev.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcWeightedStdDev.png,TRUE
class_diagrams/shigeya/omnetpp//classcXMLElement_1_1ParamResolver.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcXMLElement_1_1ParamResolver.png,TRUE
class_diagrams/shigeya/omnetpp//classcXMLParImpl.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classcXMLParImpl.png,TRUE
class_diagrams/shigeya/omnetpp//classModNameParamResolver.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classModNameParamResolver.png,TRUE
class_diagrams/shigeya/omnetpp//classNEDSupport_1_1LoopVar.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classNEDSupport_1_1LoopVar.png,TRUE
class_diagrams/shigeya/omnetpp//classNEDSupport_1_1ParameterRef.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classNEDSupport_1_1ParameterRef.png,TRUE
class_diagrams/shigeya/omnetpp//classNEDSupport_1_1SiblingModuleParameterRef.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classNEDSupport_1_1SiblingModuleParameterRef.png,TRUE
class_diagrams/shigeya/omnetpp//classNEDSupport_1_1Sizeof.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classNEDSupport_1_1Sizeof.png,TRUE
class_diagrams/shigeya/omnetpp//classnoncopyable.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classnoncopyable.png,TRUE
class_diagrams/shigeya/omnetpp//classStringMapParamResolver.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-api-classStringMapParamResolver.png,TRUE
class_diagrams/shigeya/omnetpp//classTic8.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTic8.png,TRUE
class_diagrams/shigeya/omnetpp//classTic9.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTic9.png,TRUE
class_diagrams/shigeya/omnetpp//classToc8.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classToc8.png,TRUE
class_diagrams/shigeya/omnetpp//classToc9.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classToc9.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc1.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc1.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc10.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc10.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc11.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc11.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc12.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc12.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc13.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc13.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc14.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc14.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc15.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc15.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc16.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc16.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc2.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc2.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc3.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc3.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc4.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc4.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc5.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc5.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc6.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc6.png,TRUE
class_diagrams/shigeya/omnetpp//classTxc7.png,class_diagrams/shigeya/omnetpp//ide-plugins-org.omnetpp.doc_4.3.0.130403-bf01aae-content-tictoc-tutorial-classTxc7.png,TRUE
class_diagrams/SonarSource/sonar-java//tilesUML.gif,class_diagrams/SonarSource/sonar-java//its-plugin-projects-struts-1.3.9-lite-tiles-src-main-java-org-apache-struts-tiles-taglib-doc-files-tilesUML.gif,FALSE
class_diagrams/statismo/statismo//class_diagram.png,class_diagrams/statismo/statismo//doc-classdoc-class_diagram.png,FALSE
class_diagrams/TheAxeC/AxeSki//block.png,class_diagrams/TheAxeC/AxeSki//development-eindVerslag-tex-AnalyseClassenDiagram-block.png,TRUE
class_diagrams/TheAxeC/AxeSki//collections.png,class_diagrams/TheAxeC/AxeSki//development-eindVerslag-tex-AnalyseClassenDiagram-collections.png,TRUE
class_diagrams/TheAxeC/AxeSki//uml.png,class_diagrams/TheAxeC/AxeSki//development-eindVerslag-tex-AnalyseClassenDiagram-uml.png,TRUE
class_diagrams/vulfgang/coursework-kitten//lab-1_uml-class-diagram.jpg,class_diagrams/vulfgang/coursework-kitten//CIS35B-Documentation-lab-1_uml-class-diagram.jpg,TRUE
class_diagrams/vulfgang/coursework-kitten//lab-2_uml-class-diagram.jpg,class_diagrams/vulfgang/coursework-kitten//CIS35B-Documentation-lab-2_uml-class-diagram.jpg,TRUE
class_diagrams/vulfgang/coursework-kitten//lab-3_uml-class-diagram.jpg,class_diagrams/vulfgang/coursework-kitten//CIS35B-Documentation-lab-3_uml-class-diagram.jpg,TRUE
class_diagrams/vulfgang/coursework-kitten//lab-4_uml-class-diagram.jpg,class_diagrams/vulfgang/coursework-kitten//CIS35B-Documentation-lab-4_uml-class-diagram.jpg,TRUE
class_diagrams/vulfgang/coursework-kitten//lab-5_uml-class-diagram.jpg,class_diagrams/vulfgang/coursework-kitten//CIS35B-Documentation-lab-5_uml-class-diagram.jpg,TRUE
